Event,Details,Gender,Day,Date,Start Time,End Time,Duration,Venue,Lat,Lon
Athletics,Long Jump: final.,Women,Wed,08 Aug,18:00,21:55,3:55,"Olympic Stadium, Stratford, London",,
Athletics,110m Hurdles: victory ceremony,Men,Thur,09 Aug,18:30,22:10,3:40,"Olympic Stadium, Stratford, London",,
Athletics,"200m: final, victory ceremony",Men,Thur,09 Aug,18:30,22:10,3:40,"Olympic Stadium, Stratford, London",,
Athletics,"800m: final, victory ceremony",Men,Thur,09 Aug,18:30,22:10,3:40,"Olympic Stadium, Stratford, London",,
Athletics,"Triple Jump: final, victory ceremony",Men,Thur,09 Aug,18:30,22:10,3:40,"Olympic Stadium, Stratford, London",,
Athletics,"Decathlon: javelin, 1500m WOMEN - 200m: victory ceremony",Women,Thur,09 Aug,18:30,22:10,3:40,"Olympic Stadium, Stratford, London",,
Athletics,800m: semi-finals 4 x 100m Relay: round 1,Women,Thur,09 Aug,18:30,22:10,3:40,"Olympic Stadium, Stratford, London",,
Athletics,Long Jump: victory ceremony,Women,Thur,09 Aug,18:30,22:10,3:40,"Olympic Stadium, Stratford, London",,
Athletics,Javelin: final .,Women,Thur,09 Aug,18:30,22:10,3:40,"Olympic Stadium, Stratford, London",,
Athletics,1500m: round 1,Men,Fri,03 Aug,19:00,21:55,2:55,"Olympic Stadium, Stratford, London",,
Athletics,Long Jump: qualifying,Men,Fri,03 Aug,19:00,21:55,2:55,"Olympic Stadium, Stratford, London",,
Athletics,Shot Put: final,Men,Fri,03 Aug,19:00,21:55,2:55,"Olympic Stadium, Stratford, London",,
Athletics,100m: round 1,Women,Fri,03 Aug,19:00,21:55,2:55,"Olympic Stadium, Stratford, London",,
Athletics,"10,000m: final",Women,Fri,03 Aug,19:00,21:55,2:55,"Olympic Stadium, Stratford, London",,
Athletics,Discus: qualifying,Women,Fri,03 Aug,19:00,21:55,2:55,"Olympic Stadium, Stratford, London",,
Athletics,"Heptathlon: shot put, 200m.",Women,Fri,03 Aug,19:00,21:55,2:55,"Olympic Stadium, Stratford, London",,
Athletics,4 x 100m Relay: round 1,Men,Fri,10 Aug,19:00,21:40,2:40,"Olympic Stadium, Stratford, London",,
Athletics,4 x 400m Relay: final,Men,Fri,10 Aug,19:00,21:40,2:40,"Olympic Stadium, Stratford, London",,
Athletics,Pole Vault: final,Men,Fri,10 Aug,19:00,21:40,2:40,"Olympic Stadium, Stratford, London",,
Athletics,Decathlon: victory ceremony,Men,Fri,10 Aug,19:00,21:40,2:40,"Olympic Stadium, Stratford, London",,
Athletics,1500m: final,Women,Fri,10 Aug,19:00,21:40,2:40,"Olympic Stadium, Stratford, London",,
Athletics,"5000m: final, victory ceremony",Women,Fri,10 Aug,19:00,21:40,2:40,"Olympic Stadium, Stratford, London",,
Athletics,"4 x 100m Relay: final, victory ceremony",Women,Fri,10 Aug,19:00,21:40,2:40,"Olympic Stadium, Stratford, London",,
Athletics,4 x 400m Relay: round 1,Women,Fri,10 Aug,19:00,21:40,2:40,"Olympic Stadium, Stratford, London",,
Athletics,"Hammer: final, victory ceremony",Women,Fri,10 Aug,19:00,21:40,2:40,"Olympic Stadium, Stratford, London",,
Athletics,Javelin: victory ceremony.,Women,Fri,10 Aug,19:00,21:40,2:40,"Olympic Stadium, Stratford, London",,
Athletics,4 x 400m Relay: round 1,Men,Thur,09 Aug,9:00,16:00,7:00,"Olympic Stadium, Stratford, London",,
Athletics,"Decathlon: 110m hurdles, discus, pole vault",Men,Thur,09 Aug,9:00,16:00,7:00,"Olympic Stadium, Stratford, London",,
Athletics,High Jump: qualifying.,Women,Thur,09 Aug,9:00,16:00,7:00,"Olympic Stadium, Stratford, London",,
Athletics,400m Hurdles: round 1,Men,Fri,03 Aug,10:00,13:45,3:45,"Olympic Stadium, Stratford, London",,
Athletics,3000m Steeplechase: round 1,Men,Fri,03 Aug,10:00,13:45,3:45,"Olympic Stadium, Stratford, London",,
Athletics,Hammer: qualifying,Men,Fri,03 Aug,10:00,13:45,3:45,"Olympic Stadium, Stratford, London",,
Athletics,Shot Put: qualifying,Men,Fri,03 Aug,10:00,13:45,3:45,"Olympic Stadium, Stratford, London",,
Athletics,100m: classification heats,Women,Fri,03 Aug,10:00,13:45,3:45,"Olympic Stadium, Stratford, London",,
Athletics,400m: round 1,Women,Fri,03 Aug,10:00,13:45,3:45,"Olympic Stadium, Stratford, London",,
Athletics,Triple Jump: qualifying,Women,Fri,03 Aug,10:00,13:45,3:45,"Olympic Stadium, Stratford, London",,
Athletics,"Heptathlon: 100m hurdles, high jump.",Women,Fri,03 Aug,10:00,13:45,3:45,"Olympic Stadium, Stratford, London",,
Athletics,400m Hurdles: semi-finals,Men,Sat,04 Aug,18:50,22:05,3:15,"Olympic Stadium, Stratford, London",,
Athletics,"10,000m: final",Men,Sat,04 Aug,18:50,22:05,3:15,"Olympic Stadium, Stratford, London",,
Athletics,Long Jump: final,Men,Sat,04 Aug,18:50,22:05,3:15,"Olympic Stadium, Stratford, London",,
Athletics,Shot Put: victory ceremony,Men,Sat,04 Aug,18:50,22:05,3:15,"Olympic Stadium, Stratford, London",,
Athletics,20km Race Walk: victory ceremony,Men,Sat,04 Aug,18:50,22:05,3:15,"Olympic Stadium, Stratford, London",,
Athletics,"100m: semi-finals, final",Women,Sat,04 Aug,18:50,22:05,3:15,"Olympic Stadium, Stratford, London",,
Athletics,400m: semi-finals,Women,Sat,04 Aug,18:50,22:05,3:15,"Olympic Stadium, Stratford, London",,
Athletics,"10,000m: victory ceremony",Women,Sat,04 Aug,18:50,22:05,3:15,"Olympic Stadium, Stratford, London",,
Athletics,"Discus: final, victory ceremony",Women,Sat,04 Aug,18:50,22:05,3:15,"Olympic Stadium, Stratford, London",,
Athletics,"Heptathlon: 800m, victory ceremony.",Women,Sat,04 Aug,18:50,22:05,3:15,"Olympic Stadium, Stratford, London",,
Athletics,400m: victory ceremony,Men,Tue,07 Aug,18:50,21:20,2:30,"Olympic Stadium, Stratford, London",,
Athletics,800m: semi-finals,Men,Tue,07 Aug,18:50,21:20,2:30,"Olympic Stadium, Stratford, London",,
Athletics,1500m: final,Men,Tue,07 Aug,18:50,21:20,2:30,"Olympic Stadium, Stratford, London",,
Athletics,High Jump: final,Men,Tue,07 Aug,18:50,21:20,2:30,"Olympic Stadium, Stratford, London",,
Athletics,Discus: final,Men,Tue,07 Aug,18:50,21:20,2:30,"Olympic Stadium, Stratford, London",,
Athletics,"100m Hurdles: semi-finals, final",Women,Tue,07 Aug,18:50,21:20,2:30,"Olympic Stadium, Stratford, London",,
Athletics,200m: semi-finals,Women,Tue,07 Aug,18:50,21:20,2:30,"Olympic Stadium, Stratford, London",,
Athletics,3000m Steeplechase: victory ceremony,Women,Tue,07 Aug,18:50,21:20,2:30,"Olympic Stadium, Stratford, London",,
Athletics,Long Jump: qualifying,Women,Tue,07 Aug,18:50,21:20,2:30,"Olympic Stadium, Stratford, London",,
Athletics,Pole Vault: victory ceremony.,Women,Tue,07 Aug,18:50,21:20,2:30,"Olympic Stadium, Stratford, London",,
Athletics,"5000m: final, victory ceremony",Men,Sat,11 Aug,18:45,21:30,2:45,"Olympic Stadium, Stratford, London",,
Athletics,"4 x 100m Relay: final, victory ceremony",Men,Sat,11 Aug,18:45,21:30,2:45,"Olympic Stadium, Stratford, London",,
Athletics,4 x 400m Relay: victory ceremony,Men,Sat,11 Aug,18:45,21:30,2:45,"Olympic Stadium, Stratford, London",,
Athletics,Pole Vault: victory ceremony,Men,Sat,11 Aug,18:45,21:30,2:45,"Olympic Stadium, Stratford, London",,
Athletics,"Javelin: final, victory ceremony",Men,Sat,11 Aug,18:45,21:30,2:45,"Olympic Stadium, Stratford, London",,
Athletics,50km Race Walk: victory ceremony,Men,Sat,11 Aug,18:45,21:30,2:45,"Olympic Stadium, Stratford, London",,
Athletics,"800m: final, victory ceremony",Women,Sat,11 Aug,18:45,21:30,2:45,"Olympic Stadium, Stratford, London",,
Athletics,"4 x 400m Relay: final, victory ceremony",Women,Sat,11 Aug,18:45,21:30,2:45,"Olympic Stadium, Stratford, London",,
Athletics,"High Jump: final, victory ceremony",Women,Sat,11 Aug,18:45,21:30,2:45,"Olympic Stadium, Stratford, London",,
Athletics,Hammer: victory ceremony,Women,Sat,11 Aug,18:45,21:30,2:45,"Olympic Stadium, Stratford, London",,
Athletics,20km Race Walk: victory ceremony.,Women,Sat,11 Aug,18:45,21:30,2:45,"Olympic Stadium, Stratford, London",,
Athletics,5000m: round 1,Men,Wed,08 Aug,10:00,13:40,3:40,"Olympic Stadium, Stratford, London",,
Athletics,Pole Vault: qualifying,Men,Wed,08 Aug,10:00,13:40,3:40,"Olympic Stadium, Stratford, London",,
Athletics,"Decathlon: 100m, long jump, shot put",Men,Wed,08 Aug,10:00,13:40,3:40,"Olympic Stadium, Stratford, London",,
Athletics,800m: round 1,Women,Wed,08 Aug,10:00,13:40,3:40,"Olympic Stadium, Stratford, London",,
Athletics,Hammer: qualifying.,Women,Wed,08 Aug,10:00,13:40,3:40,"Olympic Stadium, Stratford, London",,
Athletics,50km Race Walk,Men,Sat,11 Aug,9:00,13:20,4:20,"The Mall, London",,
Athletics,800m: round 1,Men,Mon,06 Aug,10:00,12:20,2:20,"Olympic Stadium, Stratford, London",,
Athletics,Discus: qualifying,Men,Mon,06 Aug,10:00,12:20,2:20,"Olympic Stadium, Stratford, London",,
Athletics,100m Hurdles: round 1,Women,Mon,06 Aug,10:00,12:20,2:20,"Olympic Stadium, Stratford, London",,
Athletics,1500m: round 1,Women,Mon,06 Aug,10:00,12:20,2:20,"Olympic Stadium, Stratford, London",,
Athletics,Shot Put: qualifying.,Women,Mon,06 Aug,10:00,12:20,2:20,"Olympic Stadium, Stratford, London",,
Athletics,100m: victory ceremony,Men,Sun,05 Aug,18:50,21:55,3:05,"Olympic Stadium, Stratford, London",,
Athletics,"400m: final, victory ceremony",Men,Sun,05 Aug,18:50,21:55,3:05,"Olympic Stadium, Stratford, London",,
Athletics,400m Hurdles: round 1,Men,Sun,05 Aug,18:50,21:55,3:05,"Olympic Stadium, Stratford, London",,
Athletics,"Triple Jump: final, victory ceremony",Men,Sun,05 Aug,18:50,21:55,3:05,"Olympic Stadium, Stratford, London",,
Athletics,Marathon: victory ceremony.,Men,Sun,05 Aug,18:50,21:55,3:05,"Olympic Stadium, Stratford, London",,
Athletics,Marathon,Men,Sun,12 Aug,11:00,13:40,2:40,"The Mall, London",,
Athletics,20km Race Walk,Women,Sat,11 Aug,17:00,18:45,1:45,"The Mall, London",,
Athletics,Marathon,Women,Sun,05 Aug,11:00,14:00,3:00,"The Mall, London",,
Badminton,Doubles: quarter-finals,Men,Thur,02 Aug,9:00,10:00,1:00,"Wembley Arena, London",,
Badminton,Doubles: semi-finals,Men,Sat,04 Aug,9:00,12:00,3:00,"Wembley Arena, London",,
Badminton,Doubles: bronze medal match,Women,Sat,04 Aug,9:00,12:00,3:00,"Wembley Arena, London",,
Badminton,Singles: bronze medal match,Men,Sun,05 Aug,9:00,11:00,2:00,"Wembley Arena, London",,
Badminton,Doubles: bronze medal match,Men,Sun,05 Aug,9:00,11:00,2:00,"Wembley Arena, London",,
Badminton,"Singles: gold medal match, victory ceremony",Men,Sun,05 Aug,13:00,16:00,3:00,"Wembley Arena, London",,
Badminton,"Doubles: gold medal match, victory ceremony",Men,Sun,05 Aug,13:00,16:00,3:00,"Wembley Arena, London",,
Badminton,Singles: semi-finals,Men,Fri,03 Aug,13:30,17:00,3:30,"Wembley Arena, London",,
Badminton,"Mixed Doubles: gold medal match, victory ceremony",Men,Fri,03 Aug,13:30,17:00,3:30,"Wembley Arena, London",,
Badminton,Doubles: semi-finals,Men,Thur,02 Aug,17:00,20:00,3:00,"Wembley Arena, London",,
Badminton,Singles: round of 16,Men & Women,Wed,01 Aug,9:00,10:00,1:00,"Wembley Arena, London",,
Badminton,Mixed Doubles: quarter-finals,Men & Women,Wed,01 Aug,9:00,10:00,1:00,"Wembley Arena, London",,
Badminton,Singles: round of 16,Men & Women,Wed,01 Aug,12:30,15:30,3:00,"Wembley Arena, London",,
Badminton,Mixed Doubles: quarter-finals,Men & Women,Wed,01 Aug,12:30,15:30,3:00,"Wembley Arena, London",,
Badminton,"Singles, Doubles: preliminaries",Men & Women,Sat,28 Jul,8:30,11:00,2:30,"Wembley Arena, London",,
Badminton,Mixed Doubles: preliminaries,Men & Women,Sat,28 Jul,8:30,11:00,2:30,"Wembley Arena, London",,
Badminton,"Singles, Doubles: preliminaries",Men & Women,Sat,28 Jul,12:30,17:00,4:30,"Wembley Arena, London",,
Badminton,Mixed Doubles: preliminaries,Men & Women,Sat,28 Jul,12:30,17:00,4:30,"Wembley Arena, London",,
Badminton,"Singles, Doubles: preliminaries",Men & Women,Sat,28 Jul,18:30,23:00,4:30,"Wembley Arena, London",,
Badminton,Mixed Doubles: preliminaries,Men & Women,Sat,28 Jul,18:30,23:00,4:30,"Wembley Arena, London",,
Badminton,"Singles, Doubles: preliminaries",Men & Women,Sun,29 Jul,8:30,9:30,1:00,"Wembley Arena, London",,
Badminton,Mixed Doubles: preliminaries,Men & Women,Sun,29 Jul,8:30,9:30,1:00,"Wembley Arena, London",,
Badminton,"Singles, Doubles: preliminaries",Men & Women,Sun,29 Jul,12:30,17:00,4:30,"Wembley Arena, London",,
Badminton,Mixed Doubles: preliminaries,Men & Women,Sun,29 Jul,12:30,17:00,4:30,"Wembley Arena, London",,
Badminton,"Singles, Doubles: preliminaries",Men & Women,Sun,29 Jul,18:30,23:00,4:30,"Wembley Arena, London",,
Badminton,Mixed Doubles: preliminaries,Men & Women,Sun,29 Jul,18:30,23:00,4:30,"Wembley Arena, London",,
Badminton,"Singles, Doubles: preliminaries",Men & Women,Mon,30 Jul,8:30,9:30,1:00,"Wembley Arena, London",,
Badminton,Mixed Doubles: preliminaries,Men & Women,Mon,30 Jul,8:30,9:30,1:00,"Wembley Arena, London",,
Badminton,"Singles, Doubles: preliminaries",Men & Women,Mon,30 Jul,12:30,17:00,4:30,"Wembley Arena, London",,
Badminton,Mixed Doubles: preliminaries,Men & Women,Mon,30 Jul,12:30,17:00,4:30,"Wembley Arena, London",,
Badminton,"Singles, Doubles: preliminaries",Men & Women,Mon,30 Jul,18:30,23:00,4:30,"Wembley Arena, London",,
Badminton,Mixed Doubles: preliminaries,Men & Women,Mon,30 Jul,18:30,23:00,4:30,"Wembley Arena, London",,
Badminton,"Singles, Doubles: preliminaries",Men & Women,Tue,31 Jul,8:30,9:30,1:00,"Wembley Arena, London",,
Badminton,Mixed Doubles: preliminaries,Men & Women,Tue,31 Jul,8:30,9:30,1:00,"Wembley Arena, London",,
Badminton,"Singles, Doubles: preliminaries",Men & Women,Tue,31 Jul,12:30,17:00,4:30,"Wembley Arena, London",,
Badminton,Mixed Doubles: preliminaries,Men & Women,Tue,31 Jul,12:30,17:00,4:30,"Wembley Arena, London",,
Badminton,"Singles, Doubles: preliminaries",Men & Women,Tue,31 Jul,18:30,23:00,4:30,"Wembley Arena, London",,
Badminton,Mixed Doubles: preliminaries,Men & Women,Tue,31 Jul,18:30,23:00,4:30,"Wembley Arena, London",,
Badminton,Singles: round of 16,Men & Women,Wed,01 Aug,17:00,21:00,4:00,"Wembley Arena, London",,
Badminton,Doubles: quarter-finals,Women,Wed,01 Aug,17:00,21:00,4:00,"Wembley Arena, London",,
Badminton,"Singles: bronze medal match, gold medal match, victory ceremony",Women,Sat,04 Aug,13:30,17:00,3:30,"Wembley Arena, London",,
Badminton,"Doubles: gold medal match, victory ceremony",Women,Sat,04 Aug,13:30,17:00,3:30,"Wembley Arena, London",,
Badminton,Singles: quarter-finals,Women,Thur,02 Aug,12:30,15:30,3:00,"Wembley Arena, London",,
Badminton,Mixed Doubles: semi-finals,Women,Thur,02 Aug,12:30,15:30,3:00,"Wembley Arena, London",,
Badminton,Singles: semi-finals,Women,Fri,03 Aug,9:00,12:00,3:00,"Wembley Arena, London",,
Badminton,Mixed Doubles: bronze medal match,Women,Fri,03 Aug,9:00,12:00,3:00,"Wembley Arena, London",,
Basketball,Bronze medal game,Men,Sun,12 Aug,11:00,13:00,2:00,"North Greenwich Arena, London",,
Basketball,"Gold medal game, victory ceremony",Men,Sun,12 Aug,15:00,17:30,2:30,"North Greenwich Arena, London",,
Basketball,Preliminaries (2 games),Men,Sun,29 Jul,9:00,13:00,4:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Preliminaries (2 games),Men,Sun,29 Jul,14:30,18:30,4:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Preliminaries (2 games),Men,Sun,29 Jul,20:00,21:00,1:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Preliminaries (2 games),Men,Tue,31 Jul,9:00,13:00,4:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Preliminaries (2 games),Men,Tue,31 Jul,14:30,18:30,4:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Preliminaries (2 games),Men,Tue,31 Jul,20:00,21:00,1:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Preliminaries (2 games),Men,Thur,02 Aug,9:00,13:00,4:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Preliminaries (2 games),Men,Thur,02 Aug,14:30,18:30,4:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Preliminaries (2 games),Men,Thur,02 Aug,20:00,21:00,1:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Preliminaries (2 games),Men,Sat,04 Aug,9:00,13:00,4:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Preliminaries (2 games),Men,Sat,04 Aug,14:30,18:30,4:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Preliminaries (2 games),Men,Sat,04 Aug,20:00,21:00,1:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Preliminaries (2 games),Men,Mon,06 Aug,9:00,13:00,4:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Preliminaries (2 games),Men,Mon,06 Aug,14:30,18:30,4:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Preliminaries (2 games),Men,Mon,06 Aug,20:00,21:00,1:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Quarter-finals (2 games),Men,Wed,08 Aug,14:00,18:00,4:00,"North Greenwich Arena, London",,
Basketball,Quarter-finals (2 games),Men,Wed,08 Aug,20:00,21:00,1:00,"North Greenwich Arena, London",,
Basketball,Semi-final,Men,Fri,10 Aug,17:00,19:00,2:00,"North Greenwich Arena, London",,
Basketball,Semi-final,Men,Fri,10 Aug,21:00,23:00,2:00,"North Greenwich Arena, London",,
Basketball,Bronze medal game,Women,Sat,11 Aug,17:00,19:00,2:00,"North Greenwich Arena, London",,
Basketball,"Gold medal game, victory ceremony",Women,Sat,11 Aug,21:00,23:30,2:30,"North Greenwich Arena, London",,
Basketball,Preliminaries (2 games),Women,Sat,28 Jul,9:00,13:00,4:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Preliminaries (2 games),Women,Sat,28 Jul,14:30,18:30,4:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Preliminaries (2 games),Women,Sat,28 Jul,20:00,21:00,1:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Preliminaries (2 games),Women,Mon,30 Jul,9:00,13:00,4:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Preliminaries (2 games),Women,Mon,30 Jul,14:30,18:30,4:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Preliminaries (2 games),Women,Mon,30 Jul,20:00,21:00,1:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Preliminaries (2 games),Women,Wed,01 Aug,9:00,13:00,4:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Preliminaries (2 games),Women,Wed,01 Aug,14:30,18:30,4:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Preliminaries (2 games),Women,Wed,01 Aug,20:00,21:00,1:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Preliminaries (2 games),Women,Fri,03 Aug,9:00,13:00,4:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Preliminaries (2 games),Women,Fri,03 Aug,14:30,18:30,4:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Preliminaries (2 games),Women,Fri,03 Aug,20:00,21:00,1:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Preliminaries (2 games),Women,Sun,05 Aug,9:00,13:00,4:00,"Basketball Arena, Olympic Park, Stratford, London",,
